Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Manzanillo (Mex),Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo (Pan),Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteborg,Buenaventura,Valparaiso,Tauranga,Pasir Gudang,Auckland,Caucedo,Izmir,Cristobal,Montevideo,Paranagua,Djibouti,Al Aqabah,Cape Town,Casablanca,Qasim,Qinhuangdao,Doha,Puerto Limon,Rio Grande,Hakata,Gemlik,Piraievs,Altamira,Puerto Cortes,Thilawa,Tuticorin,Dakar,Dar es Salaam,Navegantes,Liverpool,Aliaga,Douala,Santo Tomas,Sines,Napoli,Hai Phong,Bahia San Vicente,Puerto Cabello,Puerto Barrios,Halifax,Haina,Puerto Quetzal,Port Adelaide,Livorno,Vienna,Port De Salvador,Rio de Janeiro,Puerto Caldera,Sepetiba Bay,Budapest,Paita,Vitoria,Acajutla,Mombasa,Pecem,Port Au Prince,Pipavav Bandar,Santa Marta,Barranquilla,Varna,Corinto,Puerto Castilla,Reykjavik,St John,Progreso,Puerto Plata,Santo Domingo,Sendai,Bratislava,Shimizu,All Other Brazil Ports South of Recife,Eemshaven,All Other Chile Ports,All Other India West Coast Ports,All Other Fiji Islands Ports,Coquimbo,Asuncion,Kleinhuningen,Cebu,Izmit,All Other Vietnam Ports,Semarang,All Other Turkey Mediterranean Ports,All Other Norway Ports,Tema,All Other Nicaragua Caribbean Region Ports,Palembang,Abidjan,San Pedro,Belawan,Davao,All Ports in Cambodia,Klaipeda,Aarhus,Rauma,Koper,Ringaskiddy,Tallinn,Constanta,Riga,Fredericia,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Semarang,5152.74,1637.64,3704.03,3704.03,5201.18,6040.57,6040.06,3794.34,10233.49,6479.08,19162.80,2166.96,4263.68,6288.92,19142.23,19323.36,4114.67,1757.55,2951.92,2434.14,18924.21,769.15,5999.42,6830.29,7890.17,29657.92,19210.17,18510.04,10143.18,13179.86,5932.20,29512.12,19203.44,3642.31,16621.75,19258.61,23926.20,16803.39,14884.77,10074.17,4882.59,15650.16,16902.73,6830.29,6730.44,16570.06,6569.89,34770.98,19354.19,11305.65,23791.72,20448.85,23297.56,5901.31,5870.99,19376.73,4592.58,17721.54,6569.89,18944.78,7890.17,25402.72,18172.10,17480.49,409.41,19522.54,10843.32,4780.95,24425.86,23261.89,8828.90,6069.67,2973.73,15174.27,4432.03,15622.58,8736.85,23297.56,34183.97,22312.84,4573.74,17721.54,2576.37,14953.28,14884.77,19738.83,15213.17,6829.78,23258.12,27996.13,18129.72,19864.67,3794.34,17501.06,5630.65,15144.67,30211.02,22330.94,18902.40,25426.82,27996.13,14396.27,1637.64,14029.24,22734.30,16061.60,23737.78,32525.76,30091.11,12020.14,14426.92,19994.34,19669.25,8828.90,6408.83,10743.98,23258.12,31339.91,6041.80,16719.86,16161.44,22928.76,23688.11,3811.38,6300.97,22254.14,13550.42,30211.02,18993.22,16061.60,25353.05,23379.77,19619.58,17142.55,3424.28,27954.98,23652.46,23379.77,19714.67,22852.48,21811.87,9379.03,17769.98,21106.98,27125.90,28902.29,22202.44,29191.79,21693.99,24195.06,28104.05,21841.48,13262.16,25335.73,22734.30,8178.43,23671.81,23524.02,16979.75,22202.44,23979.57,17942.59,19856.39,23269.67,22544.15,22734.30,7240.93,21197.29,6259.82,26934.52,18874.54,27996.13,8638.74,13280.66,27629.10,42583.84,20924.84,3275.27,16810.17,3612.70,0.00,15434.16,17232.14,25887.42,23398.10,1486.89,25149.10,37871.67,2744.72,3332.24,2394.73,19958.08,18754.62,19808.56,17599.89,19164.03,20337.89,16911.25,20337.89,18943.04,14361.95,14571.45,15341.83,16152.12,16801.36,23557.93,23565.46,22652.01,21982.20,21042.24
All Other Turkey Mediterranean Ports,17580.55,13796.53,16131.84,16131.84,17628.99,18468.38,18467.87,16222.15,7454.97,18906.89,7136.89,13267.20,16691.49,18716.73,7595.97,7087.22,16542.48,13676.61,13245.40,14464.60,7377.94,14764.35,18427.23,19270.21,8275.53,15211.66,4763.90,4063.77,7364.66,2254.30,9738.82,15065.85,6937.70,16449.92,1877.46,4812.34,14924.13,2357.12,719.48,5359.99,17211.06,18495.51,2456.46,19270.21,19386.54,11691.29,19196.38,20324.71,6579.70,26458.84,14316.04,9390.68,13821.88,18329.12,18298.80,9801.72,17020.39,3275.27,19196.38,6720.19,8275.53,17816.63,3725.83,3034.22,15744.23,6677.81,8064.80,11985.78,16503.07,13786.21,7547.53,10337.88,13193.99,938.73,16859.84,218.02,7935.13,13821.88,19737.70,12837.16,17001.56,3275.27,13027.38,717.74,719.48,8294.87,597.83,19257.59,14904.78,20410.05,3683.45,18061.00,16222.15,3054.79,18058.46,289.50,15764.75,15328.27,7975.77,16740.44,20410.05,25988.82,13796.53,26060.30,12890.36,1317.31,14706.11,18079.49,15644.84,3790.86,1007.24,15115.57,5222.98,7547.53,18836.64,7965.46,14904.78,16893.64,18469.61,1975.57,1516.50,15517.20,14723.15,12595.66,9539.63,7807.87,8274.30,15764.75,6908.60,1317.31,13248.88,15031.48,5173.31,2696.28,15752.75,20623.23,13411.16,15031.48,10279.63,13078.78,16657.63,24532.22,3323.71,6660.71,12679.63,14456.02,16030.20,14745.52,7247.72,16622.98,13657.78,16417.80,7986.03,11533.70,13159.29,8154.39,14096.79,14048.35,2235.47,16030.20,14503.90,8368.59,10380.71,14389.54,12869.79,12890.36,18622.71,6751.02,18786.97,12488.25,7258.03,20410.05,7667.44,23434.26,20043.01,28137.57,6478.57,16861.07,2065.88,15941.17,15434.16,0.00,9973.15,11441.15,14664.96,14353.71,10702.83,23425.41,12926.30,17409.74,13337.45,8514.12,7787.35,8893.93,3153.62,6699.61,8893.93,2166.96,8893.93,7765.55,19213.19,17416.80,18187.17,18997.47,19646.71,14999.42,14089.78,13176.33,12506.52,11566.56
All Other Norway Ports,12278.08,16682.24,13794.58,13794.58,12496.11,11428.43,12284.92,14054.47,16440.23,12554.35,3272.31,17211.57,12968.47,12095.27,3251.73,3432.86,13117.47,16802.16,16879.69,15882.26,3033.71,17083.13,12454.50,10837.39,17260.78,20950.22,5519.26,6555.65,16349.92,11239.56,18724.08,13977.83,3312.95,13996.28,9390.68,5707.68,11054.61,7616.03,9534.64,14345.25,15253.60,10062.68,7715.37,10837.39,10977.87,20660.34,11097.79,19236.69,3463.69,20200.03,10446.52,3844.91,9952.36,11976.59,11627.62,6031.54,12975.76,6995.89,11097.79,3252.96,17260.78,13947.12,6247.32,7374.47,16992.31,3632.05,17050.05,18708.72,12633.55,9916.69,16532.78,19323.13,16901.50,9344.49,12996.33,10161.57,16920.39,9952.36,18649.69,8967.65,12658.40,6995.89,16831.25,9971.92,9534.64,3848.33,10021.59,13683.24,11035.27,16540.53,6725.23,14191.48,14054.47,7114.58,12516.17,9853.23,14676.73,11458.75,3011.91,12870.92,16540.53,17556.00,16682.24,17627.47,9219.53,9062.28,10836.59,16991.47,14556.82,12776.12,10132.47,17236.06,5709.42,16532.78,12384.77,16950.71,11035.27,15805.62,11289.68,9488.79,8693.51,11647.68,10853.63,17739.15,18524.89,7984.24,17259.55,14676.73,3301.40,9062.28,13425.24,11161.97,5109.85,7376.21,14784.21,16753.72,10137.68,11161.97,6369.48,9407.95,12788.11,21776.46,7213.92,8082.40,11591.62,13368.00,12160.68,13657.50,9075.80,12753.46,12569.76,12548.29,16971.29,10445.69,9389.11,17139.64,10326.61,10178.83,9748.68,12160.68,10634.38,3181.49,6511.19,10520.02,9198.95,9219.53,10189.89,8579.10,11466.56,11400.23,2984.04,16540.53,16652.69,15001.43,16173.50,27049.55,6944.43,14225.79,9579.10,14832.65,17232.14,9973.15,0.00,11617.51,10795.44,17040.75,10879.20,22337.39,17309.17,14732.80,16322.50,4067.59,2864.13,3719.39,7900.82,3571.55,4336.05,9680.18,4447.39,3052.55,10780.37,8983.97,9754.35,10564.65,11213.88,11129.90,10220.27,9306.81,8637.00,7697.04
Tema,22255.93,24249.78,23772.43,23772.43,22473.96,21406.28,22262.77,24032.32,17908.23,22532.20,8851.50,23720.46,22946.32,22073.12,9310.58,8801.83,23095.33,24129.87,23698.65,24917.85,9092.55,25217.61,22432.36,20815.24,18728.78,19744.49,6677.25,7714.09,17817.92,12707.56,20192.08,9599.84,8652.31,23974.13,10858.68,6725.69,12719.28,9084.03,11002.64,15813.25,25231.45,20038.08,9084.03,20815.24,20955.72,9419.67,21075.64,14858.70,8294.31,30175.43,12011.34,11105.29,12152.34,21954.44,21605.47,9844.66,22953.61,8563.23,21075.64,8364.55,18728.78,15541.54,7955.14,8743.13,26197.49,8392.42,18518.05,22439.03,14227.97,12032.42,18000.78,20791.13,23647.25,10812.49,22974.18,11629.57,18388.39,12152.34,14271.69,11896.70,22636.25,8563.23,23480.63,11439.92,11002.64,10009.48,11489.59,23661.09,13051.15,18134.95,8392.42,16711.06,24032.32,8582.58,22494.02,11321.23,10298.74,14572.40,9690.38,14465.34,18134.95,27531.39,24249.78,27602.87,10826.00,10530.28,12571.50,12613.48,10178.83,14244.12,11600.47,5995.38,6288.41,18000.78,22362.62,18418.71,13051.15,11427.63,21267.53,10956.79,10161.51,14761.33,13642.19,23048.91,19992.89,3633.28,13611.87,10298.74,8552.97,10530.28,2143.93,13950.53,6607.00,8943.54,24762.06,18348.14,10925.34,13950.53,10281.93,11044.02,14903.84,31751.85,8781.25,13155.87,7511.65,8990.01,14276.41,9279.51,13772.48,14347.88,8291.11,14664.02,13733.01,7259.77,11305.65,18607.64,11721.85,11703.01,11216.68,14276.41,13282.45,9603.60,10353.41,13633.67,11016.16,10826.00,20167.74,13275.78,21444.41,7320.26,8972.64,18134.95,18120.69,24976.83,17767.92,22671.56,11766.52,24203.64,11047.10,24810.50,25887.42,11441.15,11617.51,0.00,12951.81,24806.97,837.65,17959.40,23379.55,24710.65,23790.70,10228.73,9501.96,10608.54,9468.16,8145.30,10608.54,11148.18,10608.54,9480.16,20755.76,18959.37,19729.74,20256.49,19507.91,14480.41,13570.78,12235.86,12057.76,11398.77
All Other Nicaragua Caribbean Region Ports,18444.04,22848.21,19960.54,19960.54,18662.07,17594.39,18550.22,20220.43,21132.04,18819.65,10403.08,23377.53,19134.43,18360.57,10523.50,10511.45,19283.44,22968.12,23045.66,22048.22,10305.47,23249.09,18711.74,17003.35,21952.59,25542.69,9901.06,10937.90,21041.73,15931.37,23415.89,12528.17,10361.93,20162.24,14082.49,10048.84,767.41,12307.84,14226.45,19037.06,21419.56,8621.99,12307.84,17003.35,17143.84,21994.64,17263.75,16273.84,10003.93,24718.33,1177.33,12318.21,1305.76,18241.89,17793.58,4863.24,19141.72,11787.04,17263.75,9635.66,21952.59,3493.30,11178.95,11966.94,23158.28,10102.04,21741.86,24874.68,2235.47,1156.25,21224.59,24014.95,23067.46,14036.30,19162.29,14853.38,21612.20,1305.76,15686.84,1827.79,18824.36,11787.04,22997.21,14663.73,14226.45,11222.40,14713.40,19881.26,239.83,6086.71,11616.23,3799.89,20220.43,11806.39,18682.13,14545.05,13227.07,2555.79,10424.16,2715.12,6086.71,19826.51,22848.21,19897.98,2125.81,13754.09,578.99,14268.45,13107.16,17467.93,14824.28,18570.36,9810.24,21224.59,18650.07,21642.52,239.83,14355.96,17455.64,14180.60,13385.32,2844.06,1058.64,23905.11,23216.70,9318.53,21951.36,13227.07,9684.11,13754.09,14759.54,1366.98,9561.89,12167.36,20950.17,6256.29,2406.79,1366.98,4662.82,2174.25,1992.67,26294.76,12005.07,15456.47,10141.96,11918.34,1365.24,12207.84,16449.87,2256.04,11120.10,1752.85,21663.10,7799.35,1716.40,21831.45,1466.83,1248.80,14440.49,1365.24,698.91,8178.43,4354.49,1617.06,1935.65,2125.81,16355.85,15953.17,17632.52,9950.57,10185.56,6086.71,21344.50,17271.94,5719.68,24086.71,13993.41,20391.75,14270.91,20998.61,23398.10,14664.96,10795.44,12951.81,0.00,23206.72,12213.50,18017.88,23475.13,20898.76,22488.47,11441.66,10276.38,11821.46,12691.97,9205.68,11821.46,14371.99,11821.46,10464.80,11064.09,12029.22,8453.63,7345.32,6596.74,2822.98,2364.41,1488.63,2357.12,3464.20
Palembang,4961.35,557.19,3512.64,3512.64,5009.79,5849.19,5848.68,3602.95,9153.05,6287.69,18971.42,1086.51,4072.29,6097.53,18950.84,19131.97,3923.28,677.10,2152.45,1845.40,18732.82,817.08,5808.04,7036.27,6809.72,28577.48,18129.72,17429.59,9062.74,12099.41,4851.75,28431.67,19012.06,3649.60,15541.30,18178.17,23734.81,15722.94,13804.33,8993.72,4591.86,15458.77,15822.28,7036.27,6767.34,15489.61,6577.19,33690.53,19162.80,12511.57,23600.33,20257.46,23106.17,5709.93,5679.60,19185.35,4401.20,16641.10,6577.19,18753.39,6809.72,25211.33,17091.65,16400.04,1796.96,19331.16,9762.87,3770.74,24234.47,23070.50,7748.45,4989.22,2104.01,14093.82,4240.64,14542.13,7656.40,23106.17,33103.52,22121.46,4382.36,16641.10,1495.92,13872.83,13804.33,19547.44,14132.73,6638.40,23066.74,27804.74,17049.28,19673.29,3602.95,16420.62,5439.27,14064.22,29130.57,22139.55,18711.02,25235.44,27804.74,15503.36,557.19,15317.45,22542.92,14981.15,23546.39,31445.31,29010.66,10939.69,13346.48,18913.89,18588.80,7748.45,6217.45,9663.53,23066.74,30259.46,5850.41,15639.41,15081.00,22737.38,23496.72,2871.42,5220.52,21173.69,12469.98,29130.57,18801.83,14981.15,24272.60,23188.39,18539.13,16062.10,3133.56,27763.60,23461.07,23188.39,19523.29,22661.09,21620.49,10584.94,16689.54,20026.53,26045.46,27821.84,22011.06,28111.34,20613.54,24003.68,27023.60,21650.09,12181.71,24899.52,22542.92,7097.99,23480.42,23332.64,15899.31,22011.06,23788.19,17751.20,19665.00,23078.28,22352.76,22542.92,7446.90,20116.84,6167.78,25854.07,18683.15,27804.74,7558.29,13755.56,27437.71,41503.39,19844.39,3679.92,15729.72,3321.98,1486.89,14353.71,17040.75,24806.97,23206.72,0.00,24068.65,36791.23,1664.28,4088.11,1665.50,19766.70,18563.24,19617.18,16519.45,18972.65,20146.50,15830.80,20146.50,18751.66,14766.60,14380.07,15150.44,15960.74,16609.97,23366.55,23374.08,22460.62,21790.81,20850.85
Abidjan,21517.62,23511.46,23034.11,23034.11,21735.64,20667.97,21524.46,23294.00,17169.91,21793.89,8113.18,22982.14,22208.00,21334.81,8572.26,8063.51,22357.01,23391.55,22960.34,24179.54,8354.24,24479.29,21694.04,20076.92,17990.47,20345.28,5938.93,6975.77,17079.60,11969.24,19453.76,8861.52,7913.99,23235.81,10120.36,5987.37,11980.96,8345.72,10264.33,15074.93,24493.14,19299.76,8345.72,20076.92,20217.41,9880.48,20337.32,14120.38,7555.99,29437.11,11273.03,10366.98,11414.02,21216.12,20867.15,9106.34,22215.29,7824.91,20337.32,7626.24,17990.47,14803.22,7216.83,8004.81,25459.17,7654.10,17779.74,21700.71,13489.65,11294.11,17262.46,20052.82,22908.93,10074.17,22235.87,10891.25,17650.07,11414.02,13533.38,11158.38,21897.93,7824.91,22742.32,10701.60,10264.33,9271.17,10751.27,22922.78,12312.83,17396.63,7654.10,15972.75,23294.00,7844.26,21755.71,10582.92,9560.43,13834.09,8952.07,13727.02,17396.63,26793.08,23511.46,26864.55,10087.68,9791.97,11833.18,11875.17,9440.52,13505.80,10862.15,6456.20,5550.09,17262.46,21624.31,17680.40,12312.83,10689.32,20529.22,10218.48,9423.20,14023.02,12903.88,22310.59,19254.57,2894.96,14072.69,9560.43,7814.66,9791.97,2645.38,13212.21,5868.69,8205.23,24023.74,17609.82,10187.02,13212.21,9543.62,10305.71,14165.53,31013.54,8042.94,12417.55,6773.33,8251.70,13538.10,8541.19,13034.16,13609.57,7552.79,13925.70,14193.83,6521.45,10567.34,17869.32,10983.53,10964.69,10478.37,13538.10,12544.14,8865.29,9615.09,12895.36,10277.84,10087.68,19429.42,12537.46,20706.09,6581.94,8234.32,17396.63,17382.38,24238.51,17029.60,21933.25,11028.21,23465.32,10308.78,24072.18,25149.10,10702.83,10879.20,837.65,12213.50,24068.65,0.00,17221.08,22641.24,23972.34,23052.39,9490.42,8763.65,9870.22,8729.85,7406.98,9870.22,10409.86,9870.22,8741.84,20017.45,18221.05,18991.43,19518.17,18769.60,13742.10,12832.46,11497.55,11319.44,10660.45
San Pedro,32975.81,36234.04,34492.30,34492.30,33193.83,32126.16,32982.65,34752.19,29892.48,33252.08,20414.30,35704.72,33666.19,32793.00,20873.37,20364.63,33815.20,36114.12,35682.91,36579.99,20655.35,37201.87,33152.23,31535.11,30713.04,34303.14,18661.50,19698.35,29802.18,24691.81,32176.34,8359.56,20215.11,34694.00,22842.94,18709.94,17796.89,21068.29,22986.90,27797.51,35951.33,24729.72,21068.29,31535.11,31675.60,27002.23,31795.51,5087.49,19857.11,40826.07,18335.24,22668.09,19124.97,32674.32,32325.34,19173.78,33673.49,20547.49,31795.51,19716.62,30713.04,15001.78,19939.40,20727.39,37690.04,19955.22,30502.31,34423.29,16595.30,18835.47,29985.04,32775.39,35631.51,22796.74,33694.06,23613.82,30372.65,19124.97,4094.09,19832.61,33356.12,20547.49,35464.89,23424.18,22986.90,21572.28,23473.85,34380.97,17778.05,12875.46,20376.68,19977.87,34752.19,20566.83,33213.90,23305.49,7929.58,20573.67,21142.30,18615.71,12875.46,35231.81,36234.04,35303.28,18761.92,22514.54,17778.05,5582.78,7979.25,26228.37,23584.73,23577.94,18272.67,29985.04,33082.50,30402.97,17778.05,6602.01,31987.41,22941.05,22145.77,20861.94,19076.52,35033.17,31977.15,15898.51,30711.81,7929.58,19905.04,22514.54,19767.13,19384.86,18521.02,20927.80,35481.93,12296.46,18580.28,19384.86,19412.38,18979.94,18732.60,42402.49,20765.51,25140.13,11014.69,9206.25,18315.90,8916.75,25756.74,15998.70,10045.13,18563.02,30423.54,13088.38,19225.53,30591.90,18624.74,18406.71,23200.94,18315.90,18716.78,20323.48,19384.51,19634.94,18952.07,18761.92,30887.61,25260.04,32164.28,11442.94,20535.44,12875.46,30104.95,32677.24,13046.78,10792.19,23750.78,34923.52,23031.36,35530.37,37871.67,23425.41,22337.39,17959.40,18017.88,36791.23,17221.08,0.00,35363.81,35430.53,35774.96,21791.53,20994.52,22171.34,21452.42,19356.88,22171.34,23132.43,22171.34,21042.96,27031.34,28136.96,24561.37,23453.05,22704.48,20840.86,20382.29,19506.51,19993.67,19734.50
Belawan,5229.77,1107.09,3781.06,3781.06,5278.21,6117.60,6117.09,3871.36,7725.63,6556.10,19075.30,577.76,4340.70,6365.95,19219.26,19025.63,4191.69,987.17,1374.78,2113.81,19001.23,2074.91,6076.45,7304.68,5382.30,27150.06,16702.31,16002.18,7635.32,10672.00,3424.34,27004.25,18876.11,4099.14,14113.89,16750.75,24003.22,14295.52,12376.91,7566.31,4860.27,15727.19,14394.86,7304.68,7035.76,14062.19,6845.60,32263.11,18518.11,13769.40,23868.75,20525.87,23374.58,5978.34,5948.02,19453.76,4669.61,15213.68,6845.60,18658.59,5382.30,25479.74,15664.24,14972.63,3054.79,18616.22,8335.46,2513.42,24502.89,23338.92,6321.04,3561.80,1326.34,12666.41,4509.06,13114.72,6228.99,23374.58,31676.11,22389.87,4650.77,15213.68,477.92,12445.42,12376.91,19815.86,12705.31,6906.81,23335.15,28073.16,15621.86,19941.70,3871.36,14993.20,5707.68,12636.80,27703.16,22407.96,18979.43,25503.85,28073.16,16474.20,1107.09,16303.39,22811.33,13553.73,23814.80,30017.90,27583.24,9512.28,11919.06,17486.48,17161.39,6321.04,6485.86,8236.12,23335.15,28832.05,6118.83,14212.00,13653.58,23005.79,23765.13,1713.95,3793.11,19746.28,11042.56,27703.16,18847.01,13553.73,22845.18,23456.80,17111.72,14634.69,3401.97,28032.01,23729.49,23456.80,19791.70,22929.51,21888.90,11842.78,15262.12,18599.12,24618.04,26394.43,22279.47,26683.92,19186.12,24272.09,25596.18,21918.50,10754.29,23472.11,22811.33,5670.57,23748.83,23601.05,14471.89,22279.47,24056.60,18019.62,19933.41,23346.69,22621.17,22811.33,7715.32,18689.43,6436.19,24426.66,18951.56,28073.16,6130.88,14585.92,27706.12,40075.98,18416.97,4510.29,14302.31,3590.39,2744.72,12926.30,17309.17,23379.55,23475.13,1664.28,22641.24,35363.81,0.00,5058.95,1185.85,20035.11,18831.65,19885.59,15092.03,18638.02,20414.91,14403.38,20414.91,19020.07,15035.01,14648.48,15418.86,16229.15,16878.39,23634.96,23642.49,22729.03,22059.23,21119.27
Davao,3091.90,4010.57,3041.51,3041.51,3140.34,3739.91,3908.98,3202.06,12209.07,4277.75,16663.46,4539.89,2384.47,4087.60,16642.89,16824.01,2744.21,4130.48,4629.48,3632.05,16424.86,4101.39,3868.34,4231.61,9865.74,31633.50,18612.40,19649.24,12118.76,15155.43,8007.11,27070.97,16704.10,1734.01,18597.32,18800.82,21426.86,18778.96,16860.35,12049.74,4401.20,13150.82,18878.30,4231.61,4131.76,18545.63,3971.21,32329.83,16854.85,10451.52,21292.38,17949.51,20798.22,3699.99,3669.67,16877.39,2982.30,19697.12,3971.21,16445.44,9865.74,22903.38,19439.79,19456.06,2993.07,17023.20,12818.89,6458.50,21926.52,20762.55,10804.47,7747.22,4651.28,17149.84,2692.81,17598.16,10712.43,20798.22,31742.82,19813.50,2653.40,19697.12,4581.04,16928.85,16860.35,17239.49,17188.75,4768.95,20758.78,25496.79,19917.71,17365.33,3202.06,19476.64,3569.82,17120.24,27769.87,19831.59,16403.06,22927.48,25496.79,11681.72,4010.57,11510.90,20234.96,18037.17,21238.44,30084.61,27649.96,13995.71,16402.50,21969.91,18802.55,10804.47,4207.51,12719.55,20758.78,28898.76,3542.46,18695.44,18137.02,20429.42,21188.77,5488.94,8106.96,21077.38,15526.00,27769.87,16493.88,18037.17,26518.38,20880.43,18202.99,19118.13,3633.78,25455.64,21153.12,20880.43,17215.33,20353.14,19312.53,11846.31,19745.56,21473.56,24684.75,26461.14,19703.10,26750.64,22466.95,21695.72,25662.90,19342.14,15237.73,22836.39,20234.96,10154.01,21172.46,21024.68,18955.33,19703.10,21480.23,15443.25,17357.05,20770.33,20044.81,20234.96,4542.91,21970.26,3661.14,24493.37,16375.20,25496.79,10614.32,10185.29,25129.76,40142.69,20335.58,1016.27,18785.74,3781.57,3332.24,17409.74,14732.80,24710.65,20898.76,4088.11,23972.34,35430.53,5058.95,0.00,4072.29,17458.74,16255.28,17309.22,19575.47,16664.69,17838.55,18886.82,17838.55,16443.70,11266.57,12072.11,12842.49,13652.78,14302.02,21058.59,21066.12,20152.67,19482.86,18542.90
All Ports in Cambodia,4243.10,1207.65,2794.39,2794.39,4291.54,5130.93,5130.43,2884.70,8136.78,5569.44,18253.17,1157.98,3354.04,5379.28,18232.59,18413.72,3205.03,1254.87,557.19,1127.15,18014.57,2005.90,5089.79,6318.01,5793.45,27561.21,17113.46,16413.32,8046.47,11083.14,4034.16,27415.40,18293.81,3112.48,14525.04,17161.90,23016.56,14706.67,12788.06,7977.45,3873.61,14740.52,14806.01,6318.01,6049.09,14473.34,5858.94,32674.26,18444.55,13559.90,22882.08,19539.21,22387.92,4991.68,4961.35,18467.10,3682.95,15624.83,5858.94,18035.14,5793.45,24493.08,16075.38,15383.77,2704.80,18612.91,8746.60,2386.21,23516.22,22352.25,6732.18,3674.93,578.99,13077.56,3522.39,13525.87,6640.14,22387.92,32087.26,21403.21,3664.11,15624.83,748.57,12856.57,12788.06,18829.19,13116.46,5920.15,22348.49,27086.49,16033.01,18955.04,2884.70,15404.35,4721.02,13047.95,28114.30,21421.30,17992.77,24517.18,27086.49,15487.54,1207.65,15316.73,21824.67,13964.88,22828.14,30429.04,27994.39,9923.42,12330.21,17897.62,17572.53,6732.18,5499.20,8647.26,22348.49,29243.19,5132.16,14623.15,14064.73,22019.13,22778.47,1416.65,4034.67,20157.42,11453.71,28114.30,18083.58,13964.88,23256.33,22470.14,17522.86,15045.84,2415.31,27045.35,22742.82,22470.14,18805.03,21942.84,20902.24,11633.27,15673.27,19010.26,25029.19,26805.57,21292.81,27095.07,19597.27,23285.43,26007.33,20931.84,11165.44,23883.26,21824.67,6081.72,22762.17,22614.39,14883.04,21292.81,23069.94,17032.95,18946.75,22360.03,21634.51,21824.67,6728.65,19100.57,5449.53,24837.80,17964.90,27086.49,6542.03,13599.25,26719.46,40487.12,18828.12,3523.62,14713.45,2603.73,2394.73,13337.45,16322.50,23790.70,22488.47,1665.50,23052.39,35774.96,1185.85,4072.29,0.00,19048.45,17844.99,18898.93,15503.18,18254.40,19428.25,14814.53,19428.25,18033.41,14048.35,13661.81,14432.19,15242.49,15891.72,22648.30,22655.83,21742.37,21072.56,20132.60
